order_id,order_created_at,website_session_id,user_id_x,primary_product_id,items_purchased,order_price_usd,order_cogs_usd,session_created_at,user_id_y,is_repeat_session,utm_source,utm_campaign,utm_content,device_type,http_referer,order_item_id,order_item_created_at,product_id,is_primary_item,item_price_usd,item_cogs_usd,order_item_refund_id,refund_created_at,refund_amount_usd,product_launched_at,product_name
23,2012-03-23 14:16:23,750,750,1,1,49.99,19.49,2012-03-23 13:58:45,750,0,gsearch,nonbrand,g_ad_1,desktop,https://www.gsearch.com,23,2012-03-23 14:16:23,1,1,49.99,19.49,,,,2012-03-19 08:00:00,The Original Mr. Fuzzy
24,2012-03-23 17:14:48,783,783,1,1,49.99,19.49,2012-03-23 16:54:50,783,0,gsearch,nonbrand,g_ad_1,desktop,https://www.gsearch.com,24,2012-03-23 17:14:48,1,1,49.99,19.49,,,,2012-03-19 08:00:00,The Original Mr. Fuzzy
25,2012-03-24 09:21:40,844,844,1,1,49.99,19.49,2012-03-24 09:09:46,844,0,gsearch,nonbrand,g_ad_1,mobile,https://www.gsearch.com,25,2012-03-24 09:21:40,1,1,49.99,19.49,,,,2012-03-19 08:00:00,The Original Mr. Fuzzy
26,2012-03-25 08:32:41,908,908,1,1,49.99,19.49,2012-03-25 08:15:18,908,0,gsearch,nonbrand,g_ad_1,desktop,https://www.gsearch.com,26,2012-03-25 08:32:41,1,1,49.99,19.49,,,,2012-03-19 08:00:00,The Original Mr. Fuzzy
27,2012-03-25 08:51:27,909,909,1,1,49.99,19.49,2012-03-25 08:33:42,909,0,gsearch,nonbrand,g_ad_1,desktop,https://www.gsearch.com,27,2012-03-25 08:51:27,1,1,49.99,19.49,,,,2012-03-19 08:00:00,The Original Mr. Fuzzy
28,2012-03-25 16:00:12,940,940,1,1,49.99,19.49,2012-03-25 15:43:05,940,0,gsearch,nonbrand,g_ad_1,mobile,https://www.gsearch.com,28,2012-03-25 16:00:12,1,1,49.99,19.49,,,,2012-03-19 08:00:00,The Original Mr. Fuzzy
29,2012-03-25 21:23:16,954,954,1,1,49.99,19.49,2012-03-25 21:04:19,954,0,gsearch,nonbrand,g_ad_1,desktop,https://www.gsearch.com,29,2012-03-25 21:23:16,1,1,49.99,19.49,,,,2012-03-19 08:00:00,The Original Mr. Fuzzy
30,2012-03-26 10:03:39,1018,1016,1,1,49.99,19.49,2012-03-26 09:49:26,1016,0,gsearch,nonbrand,g_ad_1,desktop,https://www.gsearch.com,30,2012-03-26 10:03:39,1,1,49.99,19.49,,,,2012-03-19 08:00:00,The Original Mr. Fuzzy
31,2012-03-26 10:25:44,1023,1021,1,1,49.99,19.49,2012-03-26 10:07:29,1021,0,gsearch,nonbrand,g_ad_1,desktop,https://www.gsearch.com,31,2012-03-26 10:25:44,1,1,49.99,19.49,,,,2012-03-19 08:00:00,The Original Mr. Fuzzy
32,2012-03-26 14:13:56,1059,1055,1,1,49.99,19.49,2012-03-26 13:51:37,1055,0,gsearch,nonbrand,g_ad_1,desktop,https://www.gsearch.com,32,2012-03-26 14:13:56,1,1,49.99,19.49,,,,2012-03-19 08:00:00,The Original Mr. Fuzzy
33,2012-03-26 16:00:19,1081,1077,1,1,49.99,19.49,2012-03-26 15:45:43,1077,0,gsearch,nonbrand,g_ad_1,mobile,https://www.gsearch.com,33,2012-03-26 16:00:19,1,1,49.99,19.49,,,,2012-03-19 08:00:00,The Original Mr. Fuzzy
34,2012-03-26 17:55:25,1094,1090,1,1,49.99,19.49,2012-03-26 17:31:15,1090,0,gsearch,nonbrand,g_ad_1,desktop,https://www.gsearch.com,34,2012-03-26 17:55:25,1,1,49.99,19.49,,,,2012-03-19 08:00:00,The Original Mr. Fuzzy
35,2012-03-26 18:06:39,1098,1094,1,1,49.99,19.49,2012-03-26 17:48:47,1094,0,gsearch,nonbrand,g_ad_1,desktop,https://www.gsearch.com,35,2012-03-26 18:06:39,1,1,49.99,19.49,,,,2012-03-19 08:00:00,The Original Mr. Fuzzy
36,2012-03-26 18:54:41,1105,1101,1,1,49.99,19.49,2012-03-26 18:38:32,1101,0,gsearch,nonbrand,g_ad_1,desktop,https://www.gsearch.com,36,2012-03-26 18:54:41,1,1,49.99,19.49,,,,2012-03-19 08:00:00,The Original Mr. Fuzzy
37,2012-03-26 19:19:25,1107,1103,1,1,49.99,19.49,2012-03-26 18:58:37,1103,0,gsearch,nonbrand,g_ad_1,desktop,https://www.gsearch.com,37,2012-03-26 19:19:25,1,1,49.99,19.49,,,,2012-03-19 08:00:00,The Original Mr. Fuzzy
38,2012-03-26 21:13:07,1125,1121,1,1,49.99,19.49,2012-03-26 20:56:57,1121,0,gsearch,nonbrand,g_ad_1,mobile,https://www.gsearch.com,38,2012-03-26 21:13:07,1,1,49.99,19.49,,,,2012-03-19 08:00:00,The Original Mr. Fuzzy
39,2012-03-27 15:18:43,1243,1238,1,1,49.99,19.49,2012-03-27 15:02:40,1238,0,gsearch,nonbrand,g_ad_1,desktop,https://www.gsearch.com,39,2012-03-27 15:18:43,1,1,49.99,19.49,,,,2012-03-19 08:00:00,The Original Mr. Fuzzy
40,2012-03-27 16:53:30,1256,1251,1,1,49.99,19.49,2012-03-27 16:38:39,1251,0,gsearch,nonbrand,g_ad_1,desktop,https://www.gsearch.com,40,2012-03-27 16:53:30,1,1,49.99,19.49,,,,2012-03-19 08:00:00,The Original Mr. Fuzzy
41,2012-03-28 08:30:06,1330,1325,1,1,49.99,19.49,2012-03-28 08:19:45,1325,0,gsearch,nonbrand,g_ad_1,desktop,https://www.gsearch.com,41,2012-03-28 08:30:06,1,1,49.99,19.49,,,,2012-03-19 08:00:00,The Original Mr. Fuzzy
42,2012-03-28 09:56:58,1343,1337,1,1,49.99,19.49,2012-03-28 09:44:26,1337,0,gsearch,nonbrand,g_ad_1,desktop,https://www.gsearch.com,42,2012-03-28 09:56:58,1,1,49.99,19.49,,,,2012-03-19 08:00:00,The Original Mr. Fuzzy
43,2012-03-28 16:55:52,1419,1412,1,1,49.99,19.49,2012-03-28 16:44:41,1412,0,gsearch,nonbrand,g_ad_1,mobile,https://www.gsearch.com,43,2012-03-28 16:55:52,1,1,49.99,19.49,,,,2012-03-19 08:00:00,The Original Mr. Fuzzy
44,2012-03-28 21:24:10,1454,1447,1,1,49.99,19.49,2012-03-28 21:02:15,1447,0,gsearch,nonbrand,g_ad_1,desktop,https://www.gsearch.com,44,2012-03-28 21:24:10,1,1,49.99,19.49,,,,2012-03-19 08:00:00,The Original Mr. Fuzzy
45,2012-03-28 22:45:52,1463,1456,1,1,49.99,19.49,2012-03-28 22:29:45,1456,0,gsearch,nonbrand,g_ad_1,mobile,https://www.gsearch.com,45,2012-03-28 22:45:52,1,1,49.99,19.49,,,,2012-03-19 08:00:00,The Original Mr. Fuzzy
46,2012-03-29 16:11:05,1581,1574,1,1,49.99,19.49,2012-03-29 15:51:13,1574,0,gsearch,nonbrand,g_ad_1,desktop,https://www.gsearch.com,46,2012-03-29 16:11:05,1,1,49.99,19.49,,,,2012-03-19 08:00:00,The Original Mr. Fuzzy
47,2012-03-29 17:49:07,1605,1598,1,1,49.99,19.49,2012-03-29 17:34:33,1598,0,gsearch,nonbrand,g_ad_1,desktop,https://www.gsearch.com,47,2012-03-29 17:49:07,1,1,49.99,19.49,,,,2012-03-19 08:00:00,The Original Mr. Fuzzy
48,2012-03-29 23:09:30,1643,1635,1,1,49.99,19.49,2012-03-29 22:53:30,1635,0,gsearch,nonbrand,g_ad_1,desktop,https://www.gsearch.com,48,2012-03-29 23:09:30,1,1,49.99,19.49,,,,2012-03-19 08:00:00,The Original Mr. Fuzzy
49,2012-03-30 00:25:18,1646,1638,1,1,49.99,19.49,2012-03-30 00:12:40,1638,0,gsearch,nonbrand,g_ad_1,desktop,https://www.gsearch.com,49,2012-03-30 00:25:18,1,1,49.99,19.49,,,,2012-03-19 08:00:00,The Original Mr. Fuzzy
50,2012-03-30 02:27:35,1654,1646,1,1,49.99,19.49,2012-03-30 02:12:08,1646,0,gsearch,nonbrand,g_ad_1,desktop,https://www.gsearch.com,50,2012-03-30 02:27:35,1,1,49.99,19.49,,,,2012-03-19 08:00:00,The Original Mr. Fuzzy
51,2012-03-30 10:06:25,1685,1677,1,1,49.99,19.49,2012-03-30 09:45:53,1677,0,gsearch,nonbrand,g_ad_1,desktop,https://www.gsearch.com,51,2012-03-30 10:06:25,1,1,49.99,19.49,,,,2012-03-19 08:00:00,The Original Mr. Fuzzy
52,2012-03-30 10:24:06,1691,1683,1,1,49.99,19.49,2012-03-30 10:08:53,1683,0,gsearch,nonbrand,g_ad_1,desktop,https://www.gsearch.com,52,2012-03-30 10:24:06,1,1,49.99,19.49,,,,2012-03-19 08:00:00,The Original Mr. Fuzzy
53,2012-03-30 12:47:30,1709,1701,1,1,49.99,19.49,2012-03-30 12:31:43,1701,0,gsearch,nonbrand,g_ad_1,desktop,https://www.gsearch.com,53,2012-03-30 12:47:30,1,1,49.99,19.49,,,,2012-03-19 08:00:00,The Original Mr. Fuzzy
54,2012-03-30 14:26:49,1726,1718,1,1,49.99,19.49,2012-03-30 14:11:40,1718,0,gsearch,nonbrand,g_ad_1,desktop,https://www.gsearch.com,54,2012-03-30 14:26:49,1,1,49.99,19.49,,,,2012-03-19 08:00:00,The Original Mr. Fuzzy
55,2012-03-30 14:39:09,1729,1721,1,1,49.99,19.49,2012-03-30 14:20:43,1721,0,gsearch,nonbrand,g_ad_1,mobile,https://www.gsearch.com,55,2012-03-30 14:39:09,1,1,49.99,19.49,,,,2012-03-19 08:00:00,The Original Mr. Fuzzy
56,2012-03-31 00:22:18,1790,1782,1,1,49.99,19.49,2012-03-31 00:07:08,1782,0,gsearch,nonbrand,g_ad_1,desktop,https://www.gsearch.com,56,2012-03-31 00:22:18,1,1,49.99,19.49,,,,2012-03-19 08:00:00,The Original Mr. Fuzzy
57,2012-03-31 02:32:43,1802,1794,1,1,49.99,19.49,2012-03-31 02:17:09,1794,0,gsearch,nonbrand,g_ad_1,desktop,https://www.gsearch.com,57,2012-03-31 02:32:43,1,1,49.99,19.49,1.0,2012-04-06 11:32:43,49.99,2012-03-19 08:00:00,The Original Mr. Fuzzy
58,2012-03-31 06:40:10,1807,1799,1,1,49.99,19.49,2012-03-31 06:28:28,1799,0,gsearch,nonbrand,g_ad_1,desktop,https://www.gsearch.com,58,2012-03-31 06:40:10,1,1,49.99,19.49,,,,2012-03-19 08:00:00,The Original Mr. Fuzzy
59,2012-03-31 10:25:39,1823,1815,1,1,49.99,19.49,2012-03-31 10:08:37,1815,0,gsearch,nonbrand,g_ad_1,desktop,https://www.gsearch.com,59,2012-03-31 10:25:39,1,1,49.99,19.49,,,,2012-03-19 08:00:00,The Original Mr. Fuzzy
60,2012-03-31 19:24:33,1863,1855,1,1,49.99,19.49,2012-03-31 19:06:47,1855,0,gsearch,nonbrand,g_ad_1,desktop,https://www.gsearch.com,60,2012-03-31 19:24:33,1,1,49.99,19.49,,,,2012-03-19 08:00:00,The Original Mr. Fuzzy
61,2012-04-01 06:45:11,1890,1882,1,1,49.99,19.49,2012-04-01 06:32:18,1882,0,gsearch,nonbrand,g_ad_1,desktop,https://www.gsearch.com,61,2012-04-01 06:45:11,1,1,49.99,19.49,,,,2012-03-19 08:00:00,The Original Mr. Fuzzy
62,2012-04-01 12:38:27,1912,1902,1,1,49.99,19.49,2012-04-01 12:23:00,1902,0,gsearch,nonbrand,g_ad_1,desktop,https://www.gsearch.com,62,2012-04-01 12:38:27,1,1,49.99,19.49,,,,2012-03-19 08:00:00,The Original Mr. Fuzzy
63,2012-04-01 17:33:26,1939,1929,1,1,49.99,19.49,2012-04-01 17:20:02,1929,0,gsearch,nonbrand,g_ad_1,desktop,https://www.gsearch.com,63,2012-04-01 17:33:26,1,1,49.99,19.49,,,,2012-03-19 08:00:00,The Original Mr. Fuzzy
64,2012-04-01 18:26:19,1944,1934,1,1,49.99,19.49,2012-04-01 18:09:01,1934,0,gsearch,nonbrand,g_ad_1,desktop,https://www.gsearch.com,64,2012-04-01 18:26:19,1,1,49.99,19.49,,,,2012-03-19 08:00:00,The Original Mr. Fuzzy
65,2012-04-02 11:07:48,2036,2025,1,1,49.99,19.49,2012-04-02 10:50:57,2025,0,gsearch,nonbrand,g_ad_1,desktop,https://www.gsearch.com,65,2012-04-02 11:07:48,1,1,49.99,19.49,,,,2012-03-19 08:00:00,The Original Mr. Fuzzy
66,2012-04-02 16:32:15,2089,2076,1,1,49.99,19.49,2012-04-02 16:23:26,2076,0,gsearch,nonbrand,g_ad_1,desktop,https://www.gsearch.com,66,2012-04-02 16:32:15,1,1,49.99,19.49,,,,2012-03-19 08:00:00,The Original Mr. Fuzzy
67,2012-04-02 17:17:42,2102,2089,1,1,49.99,19.49,2012-04-02 17:04:45,2089,0,gsearch,nonbrand,g_ad_1,desktop,https://www.gsearch.com,67,2012-04-02 17:17:42,1,1,49.99,19.49,,,,2012-03-19 08:00:00,The Original Mr. Fuzzy
68,2012-04-02 18:36:27,2115,2102,1,1,49.99,19.49,2012-04-02 18:16:51,2102,0,gsearch,nonbrand,g_ad_1,desktop,https://www.gsearch.com,68,2012-04-02 18:36:27,1,1,49.99,19.49,,,,2012-03-19 08:00:00,The Original Mr. Fuzzy
69,2012-04-03 10:29:20,2210,2196,1,1,49.99,19.49,2012-04-03 10:16:54,2196,0,gsearch,nonbrand,g_ad_1,desktop,https://www.gsearch.com,69,2012-04-03 10:29:20,1,1,49.99,19.49,,,,2012-03-19 08:00:00,The Original Mr. Fuzzy
70,2012-04-03 11:53:36,2231,2217,1,1,49.99,19.49,2012-04-03 11:40:47,2217,0,gsearch,nonbrand,g_ad_1,desktop,https://www.gsearch.com,70,2012-04-03 11:53:36,1,1,49.99,19.49,,,,2012-03-19 08:00:00,The Original Mr. Fuzzy
71,2012-04-03 15:03:48,2262,2247,1,1,49.99,19.49,2012-04-03 14:45:04,2247,0,gsearch,nonbrand,g_ad_1,desktop,https://www.gsearch.com,71,2012-04-03 15:03:48,1,1,49.99,19.49,3.0,2012-04-15 07:03:48,49.99,2012-03-19 08:00:00,The Original Mr. Fuzzy
72,2012-04-03 16:31:50,2291,2276,1,1,49.99,19.49,2012-04-03 16:19:59,2276,0,gsearch,nonbrand,g_ad_1,desktop,https://www.gsearch.com,72,2012-04-03 16:31:50,1,1,49.99,19.49,,,,2012-03-19 08:00:00,The Original Mr. Fuzzy
73,2012-04-03 16:36:02,2295,1752,1,1,49.99,19.49,2012-04-03 16:24:04,1752,1,gsearch,brand,g_ad_2,mobile,https://www.gsearch.com,73,2012-04-03 16:36:02,1,1,49.99,19.49,,,,2012-03-19 08:00:00,The Original Mr. Fuzzy
74,2012-04-03 19:09:43,2325,2309,1,1,49.99,19.49,2012-04-03 18:50:39,2309,0,gsearch,nonbrand,g_ad_1,desktop,https://www.gsearch.com,74,2012-04-03 19:09:43,1,1,49.99,19.49,2.0,2012-04-13 01:09:43,49.99,2012-03-19 08:00:00,The Original Mr. Fuzzy
75,2012-04-04 07:47:38,2392,2376,1,1,49.99,19.49,2012-04-04 07:33:19,2376,0,gsearch,nonbrand,g_ad_1,mobile,https://www.gsearch.com,75,2012-04-04 07:47:38,1,1,49.99,19.49,,,,2012-03-19 08:00:00,The Original Mr. Fuzzy
76,2012-04-04 11:13:55,2422,2405,1,1,49.99,19.49,2012-04-04 10:56:22,2405,0,gsearch,nonbrand,g_ad_1,desktop,https://www.gsearch.com,76,2012-04-04 11:13:55,1,1,49.99,19.49,,,,2012-03-19 08:00:00,The Original Mr. Fuzzy
77,2012-04-04 11:34:52,2431,2414,1,1,49.99,19.49,2012-04-04 11:20:13,2414,0,gsearch,nonbrand,g_ad_1,desktop,https://www.gsearch.com,77,2012-04-04 11:34:52,1,1,49.99,19.49,,,,2012-03-19 08:00:00,The Original Mr. Fuzzy
78,2012-04-04 18:21:44,2514,2495,1,1,49.99,19.49,2012-04-04 18:01:18,2495,0,gsearch,nonbrand,g_ad_1,desktop,https://www.gsearch.com,78,2012-04-04 18:21:44,1,1,49.99,19.49,,,,2012-03-19 08:00:00,The Original Mr. Fuzzy
79,2012-04-04 19:00:06,2522,2503,1,1,49.99,19.49,2012-04-04 18:41:17,2503,0,gsearch,nonbrand,g_ad_1,desktop,https://www.gsearch.com,79,2012-04-04 19:00:06,1,1,49.99,19.49,,,,2012-03-19 08:00:00,The Original Mr. Fuzzy
80,2012-04-05 10:34:00,2624,383,1,1,49.99,19.49,2012-04-05 10:16:43,383,1,,,,mobile,,80,2012-04-05 10:34:00,1,1,49.99,19.49,,,,2012-03-19 08:00:00,The Original Mr. Fuzzy
81,2012-04-05 13:15:34,2668,2644,1,1,49.99,19.49,2012-04-05 12:55:35,2644,0,gsearch,nonbrand,g_ad_1,desktop,https://www.gsearch.com,81,2012-04-05 13:15:34,1,1,49.99,19.49,,,,2012-03-19 08:00:00,The Original Mr. Fuzzy
82,2012-04-05 20:11:27,2770,2746,1,1,49.99,19.49,2012-04-05 19:56:44,2746,0,gsearch,nonbrand,g_ad_1,mobile,https://www.gsearch.com,82,2012-04-05 20:11:27,1,1,49.99,19.49,,,,2012-03-19 08:00:00,The Original Mr. Fuzzy
83,2012-04-06 04:04:23,2810,2786,1,1,49.99,19.49,2012-04-06 03:42:25,2786,0,gsearch,nonbrand,g_ad_1,desktop,https://www.gsearch.com,83,2012-04-06 04:04:23,1,1,49.99,19.49,,,,2012-03-19 08:00:00,The Original Mr. Fuzzy
84,2012-04-06 12:16:39,2879,2854,1,1,49.99,19.49,2012-04-06 11:59:52,2854,0,gsearch,nonbrand,g_ad_1,desktop,https://www.gsearch.com,84,2012-04-06 12:16:39,1,1,49.99,19.49,,,,2012-03-19 08:00:00,The Original Mr. Fuzzy
85,2012-04-06 17:13:09,2942,2916,1,1,49.99,19.49,2012-04-06 16:52:47,2916,0,gsearch,nonbrand,g_ad_1,mobile,https://www.gsearch.com,85,2012-04-06 17:13:09,1,1,49.99,19.49,,,,2012-03-19 08:00:00,The Original Mr. Fuzzy
86,2012-04-06 22:48:48,2982,2956,1,1,49.99,19.49,2012-04-06 22:34:17,2956,0,gsearch,nonbrand,g_ad_1,desktop,https://www.gsearch.com,86,2012-04-06 22:48:48,1,1,49.99,19.49,,,,2012-03-19 08:00:00,The Original Mr. Fuzzy
87,2012-04-07 04:47:20,3000,2972,1,1,49.99,19.49,2012-04-07 04:34:06,2972,0,gsearch,nonbrand,g_ad_1,desktop,https://www.gsearch.com,87,2012-04-07 04:47:20,1,1,49.99,19.49,,,,2012-03-19 08:00:00,The Original Mr. Fuzzy
88,2012-04-07 16:15:03,3040,3012,1,1,49.99,19.49,2012-04-07 16:00:38,3012,0,gsearch,nonbrand,g_ad_1,desktop,https://www.gsearch.com,88,2012-04-07 16:15:03,1,1,49.99,19.49,,,,2012-03-19 08:00:00,The Original Mr. Fuzzy
89,2012-04-07 16:55:38,3044,3016,1,1,49.99,19.49,2012-04-07 16:37:53,3016,0,gsearch,nonbrand,g_ad_1,desktop,https://www.gsearch.com,89,2012-04-07 16:55:38,1,1,49.99,19.49,,,,2012-03-19 08:00:00,The Original Mr. Fuzzy
90,2012-04-08 02:25:16,3077,3048,1,1,49.99,19.49,2012-04-08 02:10:57,3048,0,gsearch,nonbrand,g_ad_1,desktop,https://www.gsearch.com,90,2012-04-08 02:25:16,1,1,49.99,19.49,,,,2012-03-19 08:00:00,The Original Mr. Fuzzy
91,2012-04-08 05:52:53,3082,3053,1,1,49.99,19.49,2012-04-08 05:28:20,3053,0,gsearch,nonbrand,g_ad_1,desktop,https://www.gsearch.com,91,2012-04-08 05:52:53,1,1,49.99,19.49,,,,2012-03-19 08:00:00,The Original Mr. Fuzzy
92,2012-04-08 20:50:48,3137,3107,1,1,49.99,19.49,2012-04-08 20:27:04,3107,0,gsearch,nonbrand,g_ad_1,desktop,https://www.gsearch.com,92,2012-04-08 20:50:48,1,1,49.99,19.49,,,,2012-03-19 08:00:00,The Original Mr. Fuzzy
93,2012-04-08 21:10:18,3139,3109,1,1,49.99,19.49,2012-04-08 20:51:49,3109,0,gsearch,nonbrand,g_ad_1,desktop,https://www.gsearch.com,93,2012-04-08 21:10:18,1,1,49.99,19.49,,,,2012-03-19 08:00:00,The Original Mr. Fuzzy
94,2012-04-08 22:33:08,3147,3116,1,1,49.99,19.49,2012-04-08 22:12:05,3116,0,gsearch,nonbrand,g_ad_1,desktop,https://www.gsearch.com,94,2012-04-08 22:33:08,1,1,49.99,19.49,,,,2012-03-19 08:00:00,The Original Mr. Fuzzy
95,2012-04-09 09:49:50,3189,3158,1,1,49.99,19.49,2012-04-09 09:31:09,3158,0,gsearch,nonbrand,g_ad_1,desktop,https://www.gsearch.com,95,2012-04-09 09:49:50,1,1,49.99,19.49,,,,2012-03-19 08:00:00,The Original Mr. Fuzzy
96,2012-04-09 09:50:14,3188,3157,1,1,49.99,19.49,2012-04-09 09:30:10,3157,0,gsearch,nonbrand,g_ad_1,desktop,https://www.gsearch.com,96,2012-04-09 09:50:14,1,1,49.99,19.49,,,,2012-03-19 08:00:00,The Original Mr. Fuzzy
97,2012-04-09 11:25:30,3208,3177,1,1,49.99,19.49,2012-04-09 11:11:37,3177,0,gsearch,nonbrand,g_ad_1,desktop,https://www.gsearch.com,97,2012-04-09 11:25:30,1,1,49.99,19.49,,,,2012-03-19 08:00:00,The Original Mr. Fuzzy
